PRODUCTO     ;DESCRIPCION                                       ;REFERENCIA                                                  ;CANTIDAD         ; PRECIO -001      ;COSTO             
0010050500703;PROTECTOR VOLTAJE X PORTATIL NEW LINE             ;500703                                                      ;1,00 ; $ 30.600 ;19.761,00 
0010050500704;PROTECTOR VOLTAJE LINEA                           ;500704                                                      ;7,00 ; $ 18.500 ;83.552,00 
0010050500705;PROTECTOR VOLTAJE X REFRIG RNA 110                ;500705                                                      ;1,00 ; $ 57.400 ;37.135,00 
0010050500706;PROTECTOR VOLTAJE MAGOM N 110                     ;500706                                                      ;0,00 ; $ 36.900 ;0,00 
0010050500707;PROTECTOR VOLTAJE USA GPS-3                       ;500707                                                      ;0,00 ; $ 6.100 ;0,00 
0010050500708;PROTECTOR VOLTAJE CLAVIJA CLICK 15A 1500W         ;500708                                                      ;0,00 ; $ 20.000 ;0,00 
0010050500709;PROTECTOR VOLTAJE -FAX PRIME                      ;500709                                                      ;7,00 ; $ 7.200 ;32.494,00 
0010050500710;PROTECTOR VOLTAJE NICOMAR MULTIMATIC 7280         ;500710                                                      ;23,00 ; $ 28.000 ;487.123,00 
0010050500711;PROTECTOR VOLTAJE GE 312                          ;500711                                                      ;0,00 ; $ 12.300 ;0,00 
0010050500712;PROTECTOR LAVOMATIC NICOMAR 7258                  ;500712                                                      ;11,00 ; $ 30.500 ;230.900,71 
0010050500713;PROTECTOR VOLTAJE LEXA 2601                       ;500713                                                      ;0,00 ; $ 16.200 ;0,00 
0010050500714;FILTRO DE LINEA O SUPRESOR DE PICOS 10 A 120/250V ;500714                                                      ;0,00 ; $ 8.700 ;0,00 
0010050500715;VOLTHOR O CLAVIJA PROTECTORA                      ;500715                                                      ;3,00 ; $ 15.000 ;22.988,53 
0010050500716;VOLTOR LEXA BLISTER 1 SALID PROT                  ;500716                                                      ;3,00 ; $ 12.300 ;14.810,06 
0010050500717;PROTECTOR DE VOLT 15A SMART-VOLT MAGOM 33260001   ;500717                                                      ;12,00 ; $ 44.000 ;930.957,00 
0010050500720;PROTECTOR LINEA X 1 MAGON PLT                     ;500720                                                      ;0,00 ; $ 30.300 ;0,00 
0010050500721;PROTECTOR LINEA X 3 MAGOM                         ;500721                                                      ;0,00 ; $ 44.100 ;0,00 
0010050500722;PROTECTOR LINEA X 4                               ;500722                                                      ;0,00 ; $ 60.000 ;0,00 
0010050500723;PROTECTOR VOLTAJE X REFRIMATIC NPRREF-7281        ;500723                                                      ;20,00 ; $ 28.000 ;462.090,00 
0010050500725;PROTECTOR MODEM UL                                ;500725                                                      ;0,00 ; $ 6.700 ;0,00 
0010050500726;PROTECTOR X COMPUTADOR LLE 600                    ;500726                                                      ;1,00 ; $ 7.200 ;4.642,00 
0010050500727;PROTECTOR X COMPUTADOR PORTATIL COMPUMATIC        ;500727                                                      ;0,00 ; $ 27.500 ;0,00 
0010050500728;PROTECTOR X COMPUTADOR PORTATIL GAMAX             ;500728                                                      ;1,00 ; $ 11.300 ;7.294,00 
0010050500735;INTERRUPTOR SOLAR                                 ;500735                                                      ;0,00 ; $ 15.400 ;0,00 
0010050500740;PROTECTOR X  ELECTRODOMESTICOS PV MAGOM SLIM 33260;500740                                                      ;6,00 ; $ 30.000 ;355.857,32 
0010050500741;PROTECTOR X REFRIGERACION MAGOM 33260011          ;500741                                                      ;0,00 ; $ 29.000 ;0,00 
0010050500742;PROTECTOR X MULTI X 3- USB                        ;500742                                                      ;1,00 ; $ 59.000 ;36.500,00 
0010050500750;PROTECTOR 220V REFRIG                             ;500750                                                      ;0,00 ; $ 64.500 ;0,00 
0010050500801;MULTITOMA SMART X 3 + 4 USB 1M/CABLE TIC40        ;500801                                                      ;0,00 ; $ 98.000 ;0,00 
0010005005003;JACK BANANA X 2 3174                              ;5020301                                                     ;0,00 ; $ 1.900 ;0,00 
0010005005004;"JACK 35 STEREO X PLUG 25 STEREO 4300""             ";5020705                                                     ;0,00 ; $ -   ;0,00 
0010051510101;ESTUCHE X CD                                      ;510101                                                      ;98,00 ; $ 100 ;6.566,00 
0010051510102;ESTUCHE X CD PLASTICO                             ;510102                                                      ;66,00 ; $ 400 ;15.378,00 
0010051510103;ESTUCHE X CASSET X 30                             ;510103                                                      ;2,00 ; $ 25.600 ;33.290,00 
0010051510104;ESTUCHE X CASSET VH                               ;510104                                                      ;6,00 ; $ 2.100 ;3.996,00 
0010051510105;ESTUCHE X FILMADORA                               ;510105                                                      ;0,00 ; $ 15.400 ;0,00 
0010051510201;GAVETERO PÑO.                                     ;510201                                                      ;0,00 ; $ 2.900 ;0,00 
0010051510202;GAVETERO PÑO                                      ;510202                                                      ;0,00 ; $ 4.900 ;0,00 
0010051510206;GAVETERO PEQUEÑO N 2                              ;510206                                                      ;96,00 ; $ 10.500 ;535.658,72 
0010051510208;GAVETERO MEDIANO  N 3                             ;510208                                                      ;66,00 ; $ 17.000 ;757.165,97 
0010051510210;GAVETERO EXTRA GDE N 4                            ;510210                                                      ;17,00 ; $ 21.900 ;204.055,51 
0010051510215;GAVETERO GRANDE N 3E                              ;510215                                                      ;85,00 ; $ 23.000 ;933.310,48 
0010051510218;KIT 3 GAVETEROS                                   ;510218                                                      ;2,00 ; $ 15.400 ;19.974,00 
0010051510230;CAJA CRISTAL No. 3                                ;510230                                                      ;0,00 ; $ 3.900 ;0,00 
0010051510231;CAJA CRISTAL No. 3E                               ;510231                                                      ;0,00 ; $ 5.100 ;0,00 
0010051510232;CAJA CRISTAL No. 4                                ;510232                                                      ;0,00 ; $ 8.200 ;0,00 
0010051510302;ORGANIZADOR X 8 DIVIS                             ;510302                                                      ;2,00 ; $ 1.000 ;1.332,00 
0010051510304;CAJA ORGANIZADORA X 8 DIV 80X60X20 MM 903-133S    ;510304                                                      ;30,00 ; $ 6.800 ;98.616,30 
0010051510306;ORGANIZADOR X 25 CD                               ;510306                                                      ;14,00 ; $ 6.100 ;51.058,00 
0010051510308;ORGANIZADOR  PLASTICO  DOBLE 28X20CM ACC254       ;510308                                                      ;0,00 ; $ 18.500 ;0,00 
0010051510309;ORGANIZADOR PROSKIT X 2 SB-1007K                  ;510309                                                      ;1,00 ; $ 14.200 ;14.806,96 
0010051510310;CAJA ORGANIZADORA 16 DIV 165X95X45 MM 103-132C    ;510310                                                      ;20,00 ; $ 16.000 ;162.534,40 
0010051510311;CAJA PLASTICA DOBLE 15 USB 3428SB                 ;510311                                                      ;0,00 ; $ 44.600 ;0,00 
0010051510312;"CAJA ORGANIZADORA HERRAMIENTA 12.5""               ";510312                                                      ;0,00 ; $ 18.000 ;0,00 
0010051510313;CAJA ORGANIZADORA PORTA HERRAMIENTA ZD-925L       ;510313                                                      ;0,00 ; $ 31.000 ;0,00 
0010051510314;"CAJA PORTA HERRAMIENTA 10"" NEGRA 39070""           ";510314                                                      ;0,00 ; $ 17.500 ;0,00 
0010051510315;CAJA ORGANIZADORA PLASTICA TRANSPARENTE 39029     ;510315                                                      ;0,00 ; $ 20.000 ;0,00 
0010051510316;CAJA ORGANIZADORA 36 DIVISIONES 28X19X4CM  K50011 ;510316                                                      ;0,00 ; $ 19.500 ;0,00 
0010051510317;CAJA ORGANIZADORA 15 DIVISIONES 17X10X2CM K50013  ;510317                                                      ;0,00 ; $ 8.500 ;0,00 
0010051510318;CAJA ORGANIZADORA 18 DIV 21X12X3 PPE2TP           ;510318                                                      ;2,00 ; $ 8.500 ;9.713,67 
0010051510319;CAJA ORGANIZADORA 18 DIV 28X17X4                  ;510319                                                      ;4,00 ; $ 15.000 ;34.007,20 
0010051510320;CAJA RASPBERRY PI 2 Y 3                           ;510320                                                      ;0,00 ; $ 42.000 ;0,00 
0010051510401;PORTA CD X 10                                     ;510401                                                      ;20,00 ; $ 3.100 ;39.780,00 
0010051510402;PORTA CD X 24                                     ;510402                                                      ;0,00 ; $ 27.700 ;0,00 
0010051510403;PORTA CD X 24                                     ;510403                                                      ;15,00 ; $ 14.400 ;139.260,00 
0010051510404;PORTA CD X 24 PREMIER                             ;510404                                                      ;20,00 ; $ 4.100 ;53.060,00 
0010051510405;PORTA CD X 28 PREMIER                             ;510405                                                      ;26,00 ; $ 4.600 ;77.584,00 
0010051510406;PORTA CD X 36 PREMIER                             ;510406                                                      ;40,00 ; $ 5.100 ;132.640,00 
0010051510407;PORTA CD X 48 JEAN                                ;510407                                                      ;10,00 ; $ 9.100 ;59.020,00 
0010051510408;PORTA CD X 48 PREMIER                             ;510408                                                      ;55,00 ; $ 6.000 ;211.530,00 
0010051510409;PORTA CD X 48 Y PORTA DISCMAN                     ;510409                                                      ;3,00 ; $ 14.400 ;27.852,00 
0010051510410;PORTA CD X 56 PREMIER                             ;510410                                                      ;46,00 ; $ 7.000 ;207.414,00 
0010051510411;PORTA CD X 64 C/CARTERA PREMIER                   ;510411                                                      ;6,00 ; $ 15.400 ;59.682,00 
0010051510412;PORTA CD X 64 PREMIER                             ;510412                                                      ;39,00 ; $ 7.700 ;193.947,00 
0010051510413;PORTA CD X 72 PREMIER                             ;510413                                                      ;12,00 ; $ 7.200 ;55.704,00 
0010052520100;PARLANTE 2CM 0.25W 8 OHM TAD-272                  ;520100                                                      ;5,00 ; $ 1.700 ;4.795,98 
0010052520101;"PARLANTE 1'' 01W ENCAPSULADO""                     ";520101                                                      ;0,00 ; $ 1.000 ;0,00 
0010052005201;MINI PARLANTE 13X3MM  MPT-133                     ;52010101                                                    ;2,00 ; $ 1.200 ;1.435,45 
0010052520102;"PARLANTE 1'' 01W MINI PLANO""                      ";520102                                                      ;7,00 ; $ 800 ;2.704,66 
0010052520103;"PARLANTE 24 H 15W 2733""                           ";520103                                                      ;6,00 ; $ 3.550 ;15.750,00 
0010052520105;PARLANTE PROMOCION                                ;520105                                                      ;1,00 ; $ 2.000 ;4.212,00 
0010052520106;"PARLANTE 1"" 100HM  025W X TELEFONO""               ";520106                                                      ;0,00 ; $ 1.200 ;0,00 
0010052520113;PARLANTE PEQUEÑO 2754                             ;520113                                                      ;0,00 ; $ 2.200 ;6.420,00 
0010052520114;PARLANTE REDONDO PEQUEÑA 2757                     ;520114                                                      ;0,00 ; $ 2.200 ;0,00 
0010052520115;"PARLANTE 1.5"" 0.4W 16 OHM PLANO""                  ";520115                                                      ;1.665,00 ; $ 1.000 ;1.116.877,59 
0010052520116;"PARLANTE 1.5"" 0.4W PLANO RECT""                    ";520116                                                      ;21,00 ; $ 1.000 ;16.421,09 
0010052520117;"PARLANTE 1.5"" 0.4W RED PLANO""                     ";520117                                                      ;2,00 ; $ 3.000 ;3.650,86 
0010052520118;"PARLANTE 1.5"" 0.5W""                               ";520118                                                      ;10,00 ; $ 3.000 ;20.716,39 
0010052520119;"PARLENTE 1""                                       ";520119                                                      ;0,00 ; $ -   ;0,00 
0010052520200;"PARLANTE 2"" 8 OHM 0.2W OVALADO""                   ";520200                                                      ;1,00 ; $ 1.000 ;666,00 
0010052520201;"PARLANTE 2"" 0.5W 8 OHM TX2265""                    ";520201                                                      ;15,00 ; $ 4.800 ;50.166,35 
0010052520202;"PARLANTE 2"" PTE-232                               ";520202                                                      ;0,00 ; $ 1.900 ;0,00 
0010052520203;"PARLANTE 2"" 0.1W 45 OHM""                          ";520203                                                      ;0,00 ; $ 800 ;0,00 
0010052520204;"PARLANTE 2"" 0.25W 80 OHM SP-218""                  ";520204                                                      ;0,00 ; $ 3.800 ;0,00 
0010052520205;"PARLANTE 2'' 025W PLANO""                          ";520205                                                      ;0,00 ; $ 1.000 ;0,00 
0010052520206;"PARLANTE 6-50W 2"" SPT 1602 2737 / 1574""           ";520206                                                      ;0,00 ; $ 3.250 ;0,00 
0010052520210;PARLANTE 2'' 10W 4 OHM PESADO                     ;520210                                                      ;0,00 ; $ 5.000 ;0,00 
0010052520215;"PARLANTE 3"" 4 OHM 40W ZSE-3A TIPO SONY""           ";520215                                                      ;4,00 ; $ 16.500 ;37.622,65 
0010052520219;"PARLANTE 2 1/4"" 8OHM YD-58R                       ";520219                                                      ;14,00 ; $ 4.500 ;47.291,00 
0010052520220;"PARLANTE 2.5"" 05W YD50""                           ";520220                                                      ;0,00 ; $ 2.300 ;0,00 
0010052520221;"PARLANTE 2.5"" 0.25W 45 OHM C/CABLE""               ";520221                                                      ;0,00 ; $ 1.000 ;0,00 
0010052520222;"PARLANTE 2.25"" 0.25W  SP-228""                     ";520222                                                      ;0,00 ; $ 3.400 ;1.815,14 
0010052520223;"PARLANTE 2.5"" 2W 8 OHM C/CABLE 202""               ";520223                                                      ;0,00 ; $ 1.000 ;0,00 
0010052520224;"PARLANTE 2.5"" 2W YD-66R""                          ";520224                                                      ;0,00 ; $ 4.500 ;0,00 
0010052520225;"PARLANTE 2.5"" 10W 0167""                           ";520225                                                      ;0,00 ; $ 2.900 ;0,00 
0010052520230;"PARLANTE 2.5"" 10W 4 OHM RED PESADO""               ";520230                                                      ;0,00 ; $ 5.000 ;0,00 
0010052520300;"PARLANTE 3"" 0.8W 8 OHM 77P16 CUAD""                ";520300                                                      ;0,00 ; $ 1.000 ;527,00 
0010052520301;"PARLANTE 3"" 1W 4 OHM SP 314""                      ";520301                                                      ;0,00 ; $ 1.500 ;0,00 
0010052520302;"PARLANTE 3"" 1W TECH SP-338""                       ";520302                                                      ;0,00 ; $ 2.500 ;0,00 
0010052520304;PARLANTE 2W 4 OHM PROMOCION                       ;520304                                                      ;0,00 ; $ 2.000 ;0,00 
0010052520305;"PARLANTE 3"" 2W 8 OHM SP-328""                      ";520305                                                      ;0,00 ; $ 1.900 ;0,00 
0010052520307;"PARLANTE 3"" 10W 8 OHM SPV-342E""                   ";520307                                                      ;0,00 ; $ 8.700 ;0,00 
0010052520308;"PARLANTE 3"" 5W 8 OHM PA-114-2""                    ";520308                                                      ;0,00 ; $ 3.900 ;0,00 
0010052520310;PARLANTE 3'' 10W 8-4 OHM PA- 264-2                ;520310                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520311;"PARLANTE 3"" 10W 4 OHM  YD-78R""                    ";520311                                                      ;0,00 ; $ 5.200 ;0,00 
0010052520312;"PARLANTE 3"" 10W YD-78R RED 8 OHM""                 ";520312                                                      ;0,00 ; $ 5.800 ;0,00 
0010052520313;"PARLANTE 3"" 50W 6 OHM SPT-1628""                   ";520313                                                      ;0,00 ; $ 10.500 ;0,00 
0010052520315;"PARLANTE 2.25"" PA 295""                            ";520315                                                      ;1,00 ; $ 3.300 ;1.512,00 
0010052520320;"PARLANTE 3.5"" 1W  8 OHM RED""                      ";520320                                                      ;188,00 ; $ 1.000 ;125.874,00 
0010052520321;"PARLANTE 3.5"" 1W  8 OHM SKY CUAD""                 ";520321                                                      ;65,00 ; $ 1.000 ;43.290,00 
0010052520322;"PARLANTE 3.5"" 3W 3.2 OHM IMAN PEQ""                ";520322                                                      ;0,00 ; $ 1.800 ;0,00 
0010052520323;"PARLANTE 3 1/2"" 3W 8 OHM""                         ";520323                                                      ;1,00 ; $ 2.600 ;1.664,00 
0010052520324;"PARLANTE 3W 4 OHM"" PROMOCION                      ";520324                                                      ;0,00 ; $ 4.000 ;0,00 
0010052520330;"PARLANTE 3.5"" 10W 8 OHM THUNDER PA 123-2""         ";520330                                                      ;0,00 ; $ 7.700 ;0,00 
0010052520335;"PARLANTE 3.5"" 15W 8 OHM  PA 216""                  ";520335                                                      ;0,00 ; $ 3.100 ;0,00 
0010052520340;"PARLANTE 3.5"" 20W 4 OHM KSD-410""                  ";520340                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520341;"PARLANTE 3.5"" 20W 8 OHM DOBLE IMAN""               ";520341                                                      ;0,00 ; $ 6.000 ;0,00 
0010052520400;"PARLANTE 4"" 2W C/A IMAN PEQ""                      ";520400                                                      ;0,00 ; $ 2.100 ;0,00 
0010052520401;PARLANTE 4'' 2 W 8 OHM YD102                      ;520401                                                      ;22,00 ; $ 2.100 ;30.636,00 
0010052520402;"PARLANTE 4"" 2W 8 OHM 100K-04""                     ";520402                                                      ;0,00 ; $ 2.100 ;0,00 
0010052520403;PARLANTE 4-10W CON ALETA  1565                    ;520403                                                      ;0,00 ; $ 4.900 ;0,00 
0010052520404;PARLANTE 4'' 3 W 16 OHM                           ;520404                                                      ;35,00 ; $ 2.000 ;46.620,00 
0010052520405;"PARLANTE 4-5 W 4"" 1560""                           ";520405                                                      ;0,00 ; $ 4.600 ;0,00 
0010052520406;"PARLANTE 4"" -50W 6"" 2447""                         ";520406                                                      ;0,00 ; $ -   ;0,00 
0010052520408;PARLANTE 4''  5 W 4 OHM PA005-2                   ;520408                                                      ;1,00 ; $ 2.600 ;1.305,00 
0010052520411;PARLANTE 4'' 1 W SP-342                           ;520411                                                      ;6,00 ; $ 2.600 ;8.100,00 
0010052520412;"PARLANTE 4"" 4 OHM 5W CUADRADO SP424""              ";520412                                                      ;0,00 ; $ 2.200 ;0,00 
0010052520413;"PARLANTE 4"" 10W 4 OHM YD 103-06""                  ";520413                                                      ;0,00 ; $ 3.300 ;0,00 
0010052520414;PARLANTE 4'' 10W 4 OHM YD-100S                    ;520414                                                      ;10,00 ; $ 22.000 ;152.190,00 
0010052520415;PARLANTE 4'' 10W 4 OHM YD 100 C/ALETA             ;520415                                                      ;26,00 ; $ 15.000 ;238.602,00 
0010052520416;PARLANTE 4'' 10W 8 OHM YD 100S                    ;520416                                                      ;3,00 ; $ 15.000 ;60.493,32 
0010052520417;"PARLANTE 4"" 10W 8 OHM YD-100R RED""                ";520417                                                      ;22,00 ; $ 15.000 ;187.473,00 
0010052520418;PARLANTE 4'' 10W EM 408 C/ALETA                   ;520418                                                      ;0,00 ; $ 5.800 ;0,00 
0010052520419;"PARLANTE 4"" 10W YD100E ALETA DOBLADA""             ";520419                                                      ;21,00 ; $ 15.000 ;172.746,74 
0010052520423;PARLANTE 4'' 15W 4 OHM SUPERTONE WAT 43           ;520423                                                      ;0,00 ; $ 3.500 ;0,00 
0010052520428;PARLANTE 4'' 20W 8 OHM SANZUI ZSE 4080            ;520428                                                      ;0,00 ; $ -   ;0,00 
0010052520429;PARLANTE 4'' 20W 8 OHM  BN48                      ;520429                                                      ;0,00 ; $ 9.200 ;0,00 
0010052520430;"PARLANTE 4"" 60W 8 OHM SONY 1-825-586-11""          ";520430                                                      ;0,00 ; $ 6.500 ;0,00 
0010052520434;PARLANTE 4'' 25W 4 OHM PA 267                     ;520434                                                      ;0,00 ; $ 6.000 ;0,00 
0010052520439;"PARLANTE 4"" 30W 7 OHM 1-825-586-12""               ";520439                                                      ;0,00 ; $ 10.100 ;0,00 
0010052520440;PARLANTE 4'' 50W 4 OHM ST 4128                    ;520440                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520441;"PARLANTE 4"" 50W 4 OHM 0004 IMAN GDE""              ";520441                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520445;PARLANTE 4'' 60W AVC                              ;520445                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520446;"PARLANTE 4"" 70W 4 OHM KV-416  AVC""                ";520446                                                      ;0,00 ; $ 14.800 ;0,00 
0010052520449;PARLANTE 4'' 70W 8 OHM KV-416 AVC                 ;520449                                                      ;0,00 ; $ 15.600 ;0,00 
0010052520450;PARLANTE 4'' 80W 8 OHM- 6 OHM ZSE W480            ;520450                                                      ;1,00 ; $ 31.000 ;70.680,00 
0010052520451;"PARLANTE 4"" 80W 8 OHM PRONEX TSM 4010""            ";520451                                                      ;0,00 ; $ 9.700 ;0,00 
0010052520454;"PARLANTE 4"" 80W 6 OHM SPW-146""                    ";520454                                                      ;0,00 ; $ 9.700 ;0,00 
0010052520455;"PARLANTE 4"" 100W TS-401S C/TW""                    ";520455                                                      ;0,00 ; $ 17.400 ;0,00 
0010052520456;"PARLANTE 4""  6 OHM 80 W DOBLE IMAN SPW-1640""      ";520456                                                      ;0,00 ; $ 16.400 ;0,00 
0010052520457;"PARLANTE 4"" 100W C/TWEETER 08-42 PROF.""           ";520457                                                      ;0,00 ; $ 32.000 ;0,00 
0010052520458;"PARLANTE 4"" 8 OHM 150W SONY  4180""                ";520458                                                      ;0,00 ; $ 24.000 ;0,00 
0010052520465;"PARLANTE 4.5"" 5W 8 OHM THUNDER PA 091-2""          ";520465                                                      ;0,00 ; $ 4.900 ;0,00 
0010052520468;"PARLANTE 4.5"" 15W 8 OHM PA 093-2""                 ";520468                                                      ;0,00 ; $ 6.700 ;0,00 
0010052520469;"PARLANTE 4.5"" 15W 4 OHM WAT 43""                   ";520469                                                      ;0,00 ; $ 6.000 ;0,00 
0010052520470;PARLANTE 4.5'' 100W 6 OHM EV PL -275              ;520470                                                      ;0,00 ; $ 7.600 ;0,00 
0010052520471;"PARLANTE 4.5"" 100W 8 OHM C/REJILLA SPC-458""       ";520471                                                      ;0,00 ; $ 19.000 ;0,00 
0010052520472;"PARLANTE 4X6"" 250W 64OHM 2 VIAS AVC-469""          ";520472                                                      ;1,00 ; $ 49.000 ;27.801,76 
0010052520502;"PARLANTE 6-60 W5"" 1/4"" 1570""                      ";520502                                                      ;0,00 ; $ 12.800 ;0,00 
0010052520503;PARLANTE 8 -20W DE IMAN  2750                     ;520503                                                      ;0,00 ; $ 8.200 ;0,00 
0010052520504;PARLANTE 5'' 4W SKY YD130-05                      ;520504                                                      ;0,00 ; $ 2.600 ;0,00 
0010052520505;"PARLANTE 5"" 5W SP 518""                            ";520505                                                      ;0,00 ; $ 3.900 ;0,00 
0010052520508;PARLANTE 5'' 10W THUNDER 4 OHM PA 092-2           ;520508                                                      ;0,00 ; $ 5.600 ;0,00 
0010052520509;PARLANTE 5'' 8W 4 OHM YD 120                      ;520509                                                      ;0,00 ; $ 2.600 ;0,00 
0010052520515;PARLANTE 5'' 15W 4 OHM PA 094-2                   ;520515                                                      ;0,00 ; $ 5.800 ;0,00 
0010052520516;PARLANTE 5'' 15W 8 OHM PA 093-2                   ;520516                                                      ;0,00 ; $ 6.700 ;0,00 
0010052520517;PARLANTE 5' 15W 11 OHM CF8 IMAN GDE               ;520517                                                      ;0,00 ; $ 8.700 ;0,00 
0010052520518;"PARLANTE 5""  1/4 0W  8 OHM  SP-568 TECHMAN""       ";520518                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520520;PARLANTE 8H 20W 1555                              ;520520                                                      ;0,00 ; $ 9.650 ;0,00 
0010052520522;PARLANTE 5'' 20W 8 OHM 1-529-643-11               ;520522                                                      ;0,00 ; $ 7.700 ;0,00 
0010052520523;PARLANTE 5'' 35W 4 OHM SP-594 AMERICAN S.         ;520523                                                      ;0,00 ; $ 10.800 ;0,00 
0010052520524;"PARLANTE 6""' 20W 8 OHM YD 158 C/ALETA             ";520524                                                      ;4,00 ; $ 24.900 ;71.876,32 
0010052520525;"PARLANTE 5"" 20W 8 OHM SUPERTONE 510C""             ";520525                                                      ;0,00 ; $ 8.200 ;0,00 
0010052520530;PARLANTE 5'' 30W 8 OHM C/ALETA IMAN GDE           ;520530                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520531;"PARLANTE 5"" 30W 4 OHM REDONDO TOCVOM""             ";520531                                                      ;0,00 ; $ 7.200 ;0,00 
0010052520535;"PARLANTE 5"" 60W 8 OHM AVC KV-510-8OHM""            ";520535                                                      ;0,00 ; $ 14.500 ;0,00 
0010052520537;PARLANTE 5'' 50W C/TAPA PA 5050                   ;520537                                                      ;0,00 ; $ 18.500 ;0,00 
0010052520540;PARLANTE 5.5'' 100W 6 OHM ZANZUI ZSE-156 D/IMAN   ;520540                                                      ;12,00 ; $ 22.500 ;222.760,51 
0010052520541;"PARLANTE 5"" 150W 4OHM ZSE-131 ZANSUI              ";520541                                                      ;0,00 ; $ 32.000 ;0,00 
0010052520542;PARLANTE 5'' 60W 8 - 4  OHM SANZUI 580            ;520542                                                      ;0,00 ; $ 17.500 ;0,00 
0010052520543;PARLANTE 5'' 100W 8 OHM SANZUI SZE W680           ;520543                                                      ;0,00 ; $ 10.600 ;0,00 
0010052520544;PARLANTE 5'' 100W 8 OHM SPW  1650 / SPW1805       ;520544                                                      ;5,00 ; $ 10.300 ;45.900,00 
0010052520545;"PARLANTE 5"" 100W 6 OHM SW 514 D/IMAN""             ";520545                                                      ;7,00 ; $ 25.500 ;97.547,90 
0010052520546;"PARLANTE 5"" 100W 6 OHM TX 2305 =SP155""            ";520546                                                      ;0,00 ; $ 14.900 ;0,00 
0010052520547;"PARLANTE 5"" 100W 6 OHM ZSE-1646/ SPW-1646""        ";520547                                                      ;0,00 ; $ 16.800 ;0,00 
0010052520548;"PARLANTE 5"" 150W 8 OHM AVC-120-8OHM""              ";520548                                                      ;0,00 ; $ 24.500 ;0,00 
0010052520549;"PARLANTE 5"" 150W 8 OHM ZSE-131""                   ";520549                                                      ;2,00 ; $ 22.900 ;27.828,85 
0010052520550;PARLANTE 5'' 150W 8 OHM  ATL 150                  ;520550                                                      ;0,00 ; $ 20.300 ;0,00 
0010052005202;"PARLANTE 5"" 150W 8 OHM AVC 120""                   ";52055101                                                    ;1,00 ; $ 18.500 ;0,00 
0010052520555;"PARLANTE 5"" 350W 8 OHM PRONEX TS W1573""           ";520555                                                      ;0,00 ; $ 19.400 ;0,00 
0010052520556;"PARLANTE 5"" 150W 8 OHM TSW1571 PRONEXT""           ";520556                                                      ;0,00 ; $ 19.000 ;0,00 
0010052520557;"PARLANTE 5"" 150W  CS-131-3  AVC""                  ";520557                                                      ;0,00 ; $ 16.500 ;0,00 
0010052520560;"PARLANTE 5"" 180W ASW-2405 AMERICAN S.""            ";520560                                                      ;0,00 ; $ 14.900 ;0,00 
0010052520562;"PARLANTE 5.1/4"" 20W 8 OHM 4N122""                  ";520562                                                      ;0,00 ; $ 9.100 ;0,00 
0010052005203;"PARLANTE 5.1/4"" 25W DOBLE IMAN""                   ";52056301                                                    ;0,00 ; $ 17.200 ;0,00 
0010052520564;"PARLANTE 5.1/4"" 25W 8 OHM A 650 SAMSUNG""          ";520564                                                      ;0,00 ; $ 7.000 ;0,00 
0010052520565;"PARLANTE 5.1/4"" 35W 4 OHM DELCO C/PAÑO""           ";520565                                                      ;1,00 ; $ 7.100 ;4.594,00 
0010052520570;"PARLANTE 5"" 10W 4 OHM THUNDER PA 092-2""           ";520570                                                      ;0,00 ; $ 5.600 ;0,00 
0010052520573;"PARLANTE 5.1/4"" 50W R10AC C/A""                    ";520573                                                      ;0,00 ; $ 15.400 ;0,00 
0010052520574;"PARLANTE 5.1/4"" 50W 8 OHM PA-5050 RED""            ";520574                                                      ;0,00 ; $ 20.500 ;0,00 
0010052520575;"PARLANTE 5.1/4"" 60W 8 OHM  SP 588 TECH""           ";520575                                                      ;0,00 ; $ 8.100 ;0,00 
0010052520580;"PARLANTE 5.1/4"" 100W SP 156 DOBLE IMAN""           ";520580                                                      ;0,00 ; $ 13.300 ;0,00 
0010052520585;"PARLANTE 5.1/4"" 120W SPW 1655 DOBLE IMAN""         ";520585                                                      ;16,00 ; $ 32.000 ;280.584,54 
0010052520590;"PARLANTE 5.1/4"" 250W ZSE 512 SANZUI""              ";520590                                                      ;0,00 ; $ 23.000 ;0,00 
0010052520601;"PARLANTE 6"" 4A 50W SP644 2736""                    ";520601                                                      ;1,00 ; $ 8.900 ;1.837,90 
0010052520602;PARLANTE 6'' 15W PA 6515                          ;520602                                                      ;0,00 ; $ 11.100 ;0,00 
0010052520603;"PARLANTE 6"" 50W 4H 2447""                          ";520603                                                      ;0,00 ; $ -   ;0,00 
0010052520604;"PARLANTE 6"" 4 OHM 20W SP-624""                     ";520604                                                      ;0,00 ; $ 5.500 ;0,00 
0010052520605;PARLANTE 6'' 20W 6 OHM 6987 C/A                   ;520605                                                      ;0,00 ; $ 8.000 ;0,00 
0010052520606;PARLANTE 6'' 20W YAMATSU FR 20                    ;520606                                                      ;0,00 ; $ 11.100 ;0,00 
